longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN,median_house_value
-0.13763471905356678,0.5345637659337252,-1.7959387485269518,-0.35736844073120805,-0.15663318713819654,-0.03282679000418818,-0.21817285799246428,-1.2584030225080025,0,1,0,0,0,72000.0
0.8798355032122744,-0.9099789371170283,-1.6371783323563358,-0.2765148920372312,-0.4490792773959793,-0.49478361097620954,-0.41784146248726184,1.6106227568033264,1,0,0,0,0,274100.0
-0.31220068855995775,0.45509054278853744,-0.28771479490609947,-0.7991269358301432,-0.7674681659830814,-0.43520413313121986,-0.7445719062060214,-1.2204247189634696,0,1,0,0,0,58300.0
0.6204803485170628,-0.7136333269936243,0.18856645360574864,-0.913405973928334,-0.7320916228067368,-0.7236033447287061,-0.7108616223302764,-1.2337356125562684,1,0,0,0,0,200000.0
-0.8309109979503881,1.0114031048048453,-0.6052356272473315,-0.3262014303407924,-0.3924768083138278,-0.263373465143496,-0.3348623021777356,0.11483749981573145,0,1,0,0,0,117900.0
0.6204803485170628,-0.8585550868466134,0.26794666169105663,-0.11887305687411426,-0.17078380440873442,-0.1476683922271393,-0.03406284605570291,0.14980500599998878,1,0,0,0,0,315100.0
0.5656167581007607,-0.7557073863057837,0.18856645360574864,-0.053377165473965385,-0.02691919549159936,-0.3359050033895704,0.007426734099060222,0.44201081296571254,1,0,0,0,0,500001.0
1.2439302396113263,-1.3961680669464072,0.26794666169105663,1.1250971839259547,1.145223601751288,0.6190935835170756,1.1483901883550462,0.14177621303925264,0,0,0,0,1,172800.0
0.1167328365128953,0.27744451458164765,-1.5577981242710277,0.4985951054983237,0.24665940507213288,0.44898985691616305,0.3082261902210929,0.1780114233752047,0,1,0,0,0,108100.0
-1.4493732899158949,0.875831135910115,-0.8433762515032556,-0.15681550430592464,-0.29106405120830636,-0.3013661756533445,-0.3115244133406813,0.533972184969929,0,0,0,0,1,334600.0
0.550653960714505,-0.7276580134310108,1.0617487425441368,-0.03621272496909878,-0.18729285789102862,-0.4507466056125215,-0.22595215427148238,2.8303654347593104,1,0,0,0,0,500001.0
